    0.12836E+01    0.33463E+03
    0.13095E+01    0.32731E+03
    0.13360E+01    0.32009E+03
    0.13630E+01    0.31296E+03
    0.13905E+01    0.30592E+03
    0.14186E+01    0.29896E+03
    0.14472E+01    0.29209E+03
    0.14765E+01    0.28530E+03
    0.15063E+01    0.27859E+03
    0.15367E+01    0.27197E+03
    0.15678E+01    0.26542E+03
    0.15994E+01    0.25896E+03
    0.16318E+01    0.25257E+03
    0.16647E+01    0.24626E+03
    0.16984E+01    0.24003E+03
    0.17327E+01    0.23388E+03
    0.17677E+01    0.22780E+03
    0.18034E+01    0.22181E+03
    0.18398E+01    0.21589E+03
    0.18770E+01    0.21006E+03
    0.19149E+01    0.20431E+03
    0.19536E+01    0.19866E+03
    0.19930E+01    0.19311E+03
    0.20333E+01    0.18767E+03
    0.20744E+01    0.18234E+03
    0.21163E+01    0.17712E+03
    0.21590E+01    0.17201E+03
    0.22026E+01    0.16702E+03
    0.22471E+01    0.16215E+03
    0.22925E+01    0.15740E+03
    0.23388E+01    0.15278E+03
    0.23861E+01    0.14827E+03
    0.24343E+01    0.14389E+03
    0.24835E+01    0.13964E+03
